iteration,day,step,tumor_cells,rho_global,rho_max,hotspot_gap,active_regions,active_region_fraction,regional_cv,transition_ms
2330,98,2,55005,0.0524569,0.397034,0.344577,20,0.3125,2.09761,4.82714
2340,98,12,54541,0.0520144,0.381897,0.329883,20,0.3125,2.08206,4.70323
2350,98,22,55510,0.0529385,0.404663,0.351725,20,0.3125,2.07808,4.77184
2360,99,8,55556,0.0529823,0.40155,0.348568,20,0.3125,2.06571,4.72064
2370,99,18,56012,0.0534172,0.384705,0.331287,20,0.3125,2.04063,4.75853
2380,100,4,55989,0.0533953,0.374695,0.3213,20,0.3125,2.032,4.74419
2390,100,14,56268,0.0536613,0.389709,0.336048,20,0.3125,2.0242,4.8896
2400,100,24,56537,0.0539179,0.369934,0.316016,21,0.328125,2.02315,4.81792
2410,101,10,57560,0.0548935,0.370605,0.315712,21,0.328125,2.02068,4.87322
2420,101,20,58270,0.0555706,0.374512,0.318941,21,0.328125,2.01298,4.9193
2430,102,6,58649,0.055932,0.376526,0.320594,22,0.34375,2.01616,5.19782
2440,102,16,58486,0.0557766,0.371094,0.315317,22,0.34375,2.0176,5.17325
2450,103,2,59631,0.0568686,0.373413,0.316545,22,0.34375,1.99019,5.16915
2460,103,12,60366,0.0575695,0.37323,0.31566,21,0.328125,1.96851,5.39648
2470,103,22,60893,0.0580721,0.396851,0.338778,22,0.34375,1.96054,5.31763
2480,104,8,61783,0.0589209,0.398804,0.339883,22,0.34375,1.95296,5.2951
2490,104,18,61915,0.0590467,0.393127,0.334081,22,0.34375,1.96318,5.59514
2500,105,4,62042,0.0591679,0.390747,0.331579,22,0.34375,1.94187,5.47942
2510,105,14,62694,0.0597897,0.390137,0.330347,22,0.34375,1.93158,5.77229
2520,105,24,63121,0.0601969,0.384338,0.324142,22,0.34375,1.92001,5.3975
2530,106,10,63066,0.0601444,0.381531,0.321386,22,0.34375,1.91602,5.36883
2540,106,20,63538,0.0605946,0.371277,0.310682,22,0.34375,1.91375,5.31456
2550,107,6,63625,0.0606775,0.370422,0.309745,22,0.34375,1.89824,5.38112
2560,107,16,64028,0.0610619,0.365662,0.3046,22,0.34375,1.88699,5.39853
2570,108,2,65785,0.0627375,0.386475,0.323737,23,0.359375,1.88138,5.87776
2580,108,12,67289,0.0641718,0.386292,0.32212,22,0.34375,1.87594,5.94432
2590,108,22,66745,0.063653,0.369141,0.305488,23,0.359375,1.85897,5.7815
2600,109,8,66544,0.0634613,0.368469,0.305008,23,0.359375,1.84166,5.67501
2610,109,18,67196,0.0640831,0.365662,0.301579,23,0.359375,1.83275,5.6105
2620,110,4,67621,0.0644884,0.373413,0.308925,23,0.359375,1.83444,5.69651
2630,110,14,69138,0.0659351,0.389404,0.323469,24,0.375,1.82112,5.85318
2640,110,24,69762,0.0665302,0.376648,0.310118,24,0.375,1.80888,6.13069
2650,111,10,71007,0.0677176,0.378296,0.310578,25,0.390625,1.80396,6.28429
2660,111,20,71368,0.0680618,0.365967,0.297905,25,0.390625,1.7921,6.19418
2670,112,6,72008,0.0686722,0.38501,0.316338,26,0.40625,1.79572,6.36416
2680,112,16,73077,0.0696917,0.376099,0.306407,24,0.375,1.79283,6.30573
2690,113,2,74668,0.071209,0.37323,0.302021,25,0.390625,1.77584,6.61606
2700,113,12,74586,0.0711308,0.382996,0.311865,26,0.40625,1.7617,6.87923
2710,113,22,75869,0.0723543,0.375916,0.303561,25,0.390625,1.74792,6.83315
2720,114,8,76510,0.0729656,0.368347,0.295382,25,0.390625,1.74165,6.81574
2730,114,18,76174,0.0726452,0.369141,0.296495,26,0.40625,1.73443,6.68058
2740,115,4,75862,0.0723476,0.368835,0.296488,26,0.40625,1.73721,6.72051
2750,115,14,74779,0.0713148,0.383179,0.311864,26,0.40625,1.7373,6.59357
2760,115,24,75307,0.0718184,0.374512,0.302693,26,0.40625,1.73348,6.66214
2770,116,10,75834,0.0723209,0.380981,0.308661,26,0.40625,1.73247,6.71949
2780,116,20,76568,0.0730209,0.386963,0.313942,26,0.40625,1.72902,6.83008
2790,117,6,77067,0.0734968,0.383972,0.310475,27,0.421875,1.71707,6.73997
2800,117,16,78996,0.0753365,0.370667,0.29533,26,0.40625,1.69795,7.14752
2810,118,2,79968,0.0762634,0.374817,0.298553,27,0.421875,1.68655,7.33286
2820,118,12,80593,0.0768595,0.391663,0.314803,27,0.421875,1.67963,7.49261
2830,118,22,81960,0.0781631,0.383301,0.305138,27,0.421875,1.67321,7.76192
